chunk_id,n_sentences,text
233,20,"wara fought to keep her jaw from dropping and stared back at alejo . `` he was going to leave for thailand , wara , today , from la paz . did you know thailand is a major center for child prostitution ? this is not the first time salazar has been to thailand . '' alejo 's eyes radiated hurt and horror . despite herself , wara felt her heart twist with disgust for franco salazar-if all of this were really true . `` the police would never touch him , '' alejo continued , `` because of bribes , high-up friendships . the man was protected from every angle you can imagine . how many more children would have their lives ruined , while i sat , a 'good ' man , doing nothing ? '' alejo raised his hands to make sarcastic quotation marks in the air around the word `` good '' , lips twisting cynically . he paused , then asked distractedly : `` did my parents ever tell you about ruben mamani ? alejo caught wara 's blank look and heaved a sigh . before franco salazar worked for the national government , he was the mayor of quillacollo . '' a medium-sized town on the outskirts of cochabamba . `` and before my family lived in cochabamba , they lived in quillacollo , where my dad pastored a really big , popular church . '' wara vaguely remembered hearing that years ago pablo martir had been senior pastor of a huge church in quillacollo , with its own radio station , seminary , and everything . `` my best friend ruben was a year younger than me , and he was from a poorer family , quechua . he loved to come over to my house because we had cable and a big yard , and he lived in a little house with one room . we always played cars and war and everything you can imagine . and , '' alejo 's eyes darkened dangerously , `` we also went together to play basketball at the community center , which was set up so nicely for the boys from the neighborhood by the friendly local mayor , franco salazar . ''"
234,20,"wara 's gut began to tell her this story was not going to have a pleasant ending . `` when i was thirteen , '' alejo said in a strangled voice , `` ruben told me that salazar had been abusing him for three years . i told my parents , because i thought they would do something . my dad had a lot of influence in the community . they had a school , and three or four hundred people coming to their church . i told them , thinking they would tell the police , that they would help my friend and put salazar in jail . i was thirteen ? i did n't know what to do without their help . well , my parents listened to me , and then they looked at each other with this look . my father told me that we had to keep this to ourselves . biblical submission to your husband and all that . '' alejo 's tanned face had paled in the light of the lamp , and wara frowned deeply , scandalized . alejo was saying the martirs told him not to report child abuse ? `` my parents told me that if we put ourselves on salazar 's bad side , '' alejo said , `` we would lose our permission to have the church in the town . and who would be the light of the gospel to the community then ? they said , if they got involved in this situation , they would lose all their influence for christ . '' a long pause and then , in a more composed voice , `` one month later , ruben ended up in a ditch , dead . '' alejo shrugged , as if all he had said were suddenly of no importance . `` i went to live with my uncle , in santa cruz and went to a high school built by the iranian government . life as a pastor 's kid suddenly just did n't seem palatable to me anymore . '' alejo finished the last sentence of his story in a rush , and then jumped up from the bed , uncomfortable ."
235,20,"`` whatever has happened in the past , it ca n't bring back the people who died , '' he was saying , knuckles white , when wara thrust herself up on one elbow and hissed , `` not 'people ' . wara ignored how alejo looked away miserably , probably because she did n't want to give up hope that noah could still have survived . `` they all had names , '' wara found herself rambling , while at the same time thinking about ruben mamani , alejo 's little friend , thrown away like trash into the mud . by a horrible man who abused little children while pretending to be a leader who cared about the people , a benefactor . who built a beautiful community center for desperately poor children to come play basketball , only to lure them into his clutches . now alejo did look physically sick , and he turned towards the door as if to go , then stumbled trying to turn around to again face wara . `` salazar was a monster , wara , but what i did is still wrong ! but i did what seemed right in the moment . with actual tears running out of the corners of his eyes , alejo whirled away and was at the door of their hostel room in two steps , out of it in three . wara covered her head with the blanket and cried too , for noah . 20 red white and blue sometime while alejo was still up on the roof , wara fell asleep under the faded sheets and heavy blanket . she was startled , when her eyes cracked open , to see that the hostel room was filled with gray light , filtering through the sheer fabric of the cream curtains . a few fiery rays of sun poked out from behind a tall red brick building . wara jerked into a sitting position , flipping her gaze over to alejo 's bed , half-expecting it to still be empty . his body was tucked under the covers , however , back towards wara . at the sound of wara 's movement , alejo inhaled sharply and shot up on one elbow , rolling over onto his back at lightning speed . he seemed relieved to see it was only her . alejo groaned and sank back onto the pillow on his back , black hair sticking up wildly in all directions . he scrubbed both fists across his eyes , then swung his legs over the side of the bed , sitting up to look at her . feeling the awkwardness , wara did n't respond ."
236,20,"after the emotional encounter of last night , she did n't know what to say . if his story were true , it made more sense how he could actually believe god would support killing a man like franco salazar . but the truth was , wara still did n't feel as if she could trust alejo martir at all . he could change personalities in an instant , one minute serious and morose , the next charming and convincing , seemingly able to manipulate anyone into doing what he wanted . she was n't about to trust his story about salazar until she had talked with the martirs and confirmed some facts . wara threw off the covers and headed for the bathroom in alexis ' wrinkled sweat pants and wombat shirt . when she came out of the bathroom , he was waiting , pacing by the window , staring down at the alley outside . `` could you come over to the other room ? '' `` we really need to talk about some stuff . '' she felt a little better than yesterday , after a quick shower . soaking off the dried blood had hurt a lot , and she had washed her face without looking in the mirror , afraid of what she would see . alejo had got her some ibuprofen , but she still felt like some foreign object was lodged on her face , twice the size of her own nose . fighting the depression , wara trudged after alejo to the hall and the martirs ' door . it was cracked open , and alejo pushed the deadbolt into place after they slipped inside . alejo 's voice sounded unnatural saying the word . pablo martir looked as if he had n't slept a wink all night and he was staring out the window at the mountains . `` alright , '' he said , and he and his son moved to one of the beds in the corner , each cautiously sitting down at the furthest extremes possible and beginning a hushed , strained conversation . wara plopped down on a bed next to nazaret and noly at the other side of the room . the kids were huddled on the beds , munching half-heartedly on cheesy empanada pastries and sipping chocolate milk from flimsy plastic cups . the thought of food made wara want to gag ."
237,20,"she was terrified they might have heard more news . as long as there was no news , there was still hope . noly yawned and covered her mouth with one hand . `` no , '' she said , and wara closed her eyes in relief . `` i made a call really early-from the street , of course . the bennesons from your mission say they still have n't identified the body of any foreigners . so far , the confirmed dead are a government guy from cochabamba and three of his staff : two women and one man . '' she was so glad they had n't found noah . but a pang came along with it , because those people who died had been on the bus with her . shed seen them whispering and laughing as they got on the bus . when noah decided to get on his knees in the aisle and give her the ring , the people in the back had clapped . she searched for the right words , and finally said , `` i made alejo tell me why he did what he did . he was trying to kill the man who used to be mayor of quillacollo . he said that you guys used to know him . '' noly 's eyes grew sad , and she glanced over at nazaret . `` yeah , '' wara nodded , snatching a watermelon bubble gum from the bedside table and popping it in her mouth . her body seemed to float inches above the bed , and she felt a desperate need for the sugar . `` alejo said that franco salazar was involved in all kinds of horrible stuff . and that he killed a friend of his from when they were little-ruben . '' i mean , i remember when little ruben died , but i did n't know ? ''"
238,20,"`` she did n't know anything about salazar possibly being involved , '' noly murmured . `` that part of our history is a painful memory that marked our lives forever . the kids were so young they did n't know what was really going on . her father told her last night , because salazar came up when he was talking with alejo . '' noly pointed her chin towards nazaret , who looked conflicted . `` did he tell you we did n't report what happened to ruben ? '' wara rolled her eyes and nodded , waiting for noly to say that idea was ridiculous . but instead , noly 's eyes crinkled as she said , `` we 've regretted that decision , made out of pride and reluctance to lose our place in the community , ever since . '' she blinked and turned her head towards alejo , deep in discussion with his father . `` alejo ran the day ruben was found dead , just after he turned fourteen , '' noly continued , swallowing hard and swiping at mascara running down one cheek . `` it took years for us to understand how wrong we were . we started the children 's center in villa candelaria to try to repent , somehow . wara was still in a daze when alejo 's voice cut into their conversation . `` you guys are involved with the children 's center in villa candelaria ? i 've heard of that place -- -it 's famous all over the country . i just did n't know ? that you were involved . '' `` we are , son , '' pastor martir said from behind him , and alejo nodded slowly , seemingly confused by this new development . `` i talked with ? dad , '' alejo said . the word still seemed to taste bitter in his mouth . `` he thinks it would be good for you all to try to go to the united states ."
239,20,"i have plenty of money , and i 'm going to go get as much as i can out of the bank now , before you go . '' alejo 's family all stared at him with expressions of disbelief that clearly said : go ? wara demanded , imagining gabriel and scary benjamin staking out the bank with rifles from a crumbling apartment window across the street . `` there are ten branches of my bank here in cochabamba , and they do n't have enough manpower to watch all of them at the same time . today i can get enough to take care of you all for quite awhile , and the rest is in a cayman islands account only i have access to . pastor martir stood frowning at his son , burly arms crossed in front of his chest . `` none of the family have passports , except dad . i want to see if the u.s. will give them visas and put them in protection , in exchange for the information i have . we also need to let the embassy know you 're alive . '' he took wara back to their room , and alejo dialed the embassy number on a brand-new cell phone he had picked up across the street . wara took another handful of ibuprofen from the bedside table and forced herself to sip water while alejo talked with someone for quite a long time . by his frustrated expression , wara could tell the conversation did n't go well . she asked as he punched the end button a little too hard and slammed a fist into the bedpost . `` they agree with you , '' alejo scowled at the little gray phone . `` i do n't think they bought most of what i said , but from the little i told them now , they have decided that i am a terrorist . and , '' alejo hurled the phone onto the bed , obviously using less force than he would have liked , `` the u.s. government does not help the family of terrorists . '' `` they wo n't help them because you 're a terrorist ? alejo 's mouth twisted into a grim smile . robert cole at the embassy told me to tell you that you should contact them so they can pick you up immediately to send you home , by the way . they are going to call your family right away and confirm that you are alive and well . ''"
240,20,"both alejo and wara flinched at that expression . `` they have n't found the bodies of any americans , '' he added after a while , then looked away . `` so now where will you send the martirs ? '' `` since the good old u.s. of a has been so helpful ? '' alejo grimaced and massaged his temple , feet planted on the tile floor . `` everyone i know who could be any help in hiding them is connected to the prism . without all those contacts , i ca n't get passports , visas , anything . '' he let out a frustrated breath and then sat up , looking at wara . `` we 'll go to plan b , '' he announced . `` i 'll put them on a bus to lima this afternoon . they wo n't check passports at the border , since they do n't look like tourists . we 'll take a taxi to sacaba , that little town outside the city , and take a bus from there . the guys , hopefully , will only be watching the main terminal here in the city . they can get passports at the embassy there and take a flight to another country . it 's all so sudden , but we have enough money and i can make a new life for my family . '' `` you should call the embassy to come pick you up , '' he said . those guys she had seen on the mountain -- -they would forget about her soon though , right ? she could go home , see her parents , find a new place to live and work ? at the moment , wara did n't care at all what she did or where she lived . only two thoughts consumed her mind : seeing the martirs safe and out of this nightmare , and finding noah hearst ."
241,20,"the words slipped out before wara realized it . alejo looked at her sharply , mouth open as if about to protest but she cut him off . `` i wo n't leave bolivia until i know . '' his mouth snapped shut , and he got up quickly and paced to the other bed , lowering himself down cross-legged on top of the unmade covers . he closed his eyes and massaged his temples even harder . `` i 'll stay with you until they know , '' alejo said finally . `` my family can go on ahead , and we can meet them . wara tried to protest , but could n't come up with anything reasonable to say . i 'll just ward off all of those killers myself . i did such a lovely job of it last time . alejo 's very presence in the room caused a veritable host of unpleasant sensations in wara 's brain . so why did her heart flood with something like relief at his plan ? `` thank you , '' was all she finally said , fighting hard not to cry . 21 cinnamon the hostal salta seemed lonely and depressing after the martirs left . when alejo and wara pulled up in front of the hostel in a white taxi , the street lamps were already gleaming upon the darkened sidewalk , though people still hustled by in both directions . wara supposed it must be around seven o'clock-one hour after she had waved good-bye to the family who had been like her own . she had barely been able to make out each face , peering through the tinted windows of a sleek double-decker bus about to depart for lima , peru . alejo had convinced his family to follow his plan , then had them call a friend from church to bring clothes from the market and food for the trip . all of the kids ' clothes and toys stayed behind . the faded photograph of missing alejandro from nazaret 's dresser ."
242,20,"anyone who brought things from the martirs house could be followed back here to the hostel . the younger kids climbed onto the bus at sacaba with huge tears in their eyes . silky gray rain clouds swirled across the evening sky , threatening a downpour as the entire martir family boarded the bus that would take them away from bolivia . nazaret sobbed as she hugged wara , hesitated , and then threw herself at her brother , weeping against his chest . alejo 's back had been towards her , but wara had seen him put his arms around nazaret until she pulled away . now , wara stepped out of the taxi and slammed the door , facing the unlit stars of the hostel . she and alejo , who had tried to kill her , were alone here together , and wara had never felt so strange . the faded pinstriped sheets and lumpy pillows were still waiting . wara felt even more depressed as she entered their hostel room , realizing that alejo was now her only company . maybe she could call nazaret on her long bus trip later , just to hear the sound of a known voice . alejo had picked up several more cheap little prepaid cell phones from the viva shop , and given three to the martirs , plus one to wara . wara had made one call to the bennesons , to ask them to call her on this number as soon as there was any news about noah . explaining why they should n't give the number to anyone else had been tricky , as was trying to tell them why she was n't at home in the apartment below theirs , and could n't come back for safety reasons . why am i here with alejo , instead of letting the u.s. embassy pick me up and take care of me until i know about noah ? after hanging up with the bennesons , the question had bothered her . because the embassy does n't even seem to believe what is going on , wara realized . alejo closed the door and turned on the light . thirty seconds of silence filled the room , as both of them sunk down onto one of the beds , listless . then he sighed and asked : `` do you want to go to la paz ? the search and rescue efforts are working from there , and it 's the closest major hospital . ''"
243,20,"wara stared at him , feeling very weary , having a hard time understanding what he was saying . if they find noah that would be where they would take him , the best major hospital . noly said that noah 's parents were going to be in la paz , waiting . but wara could n't decide what she wanted to do at all , except that she wanted to see her best friend who she loved again . `` i do n't know , '' she finally said hoarsely . `` they 've been searching for two days now , and they should be done soon . noah lived here ; the funeral will-would be-in cochabamba . his words hit wara like a punch in the gut . everything alejo said sounded so logical , but the cold reality of making such a decision based on the fact that the funeral would be here ? for a moment she could n't breathe . it took her a long time to collect her thoughts and say , weakly , `` ok. '' all day she had waited with bated breath , feeling that any phone call could bring news that noah had been found , alive . but hearing alejo say that he expected the news would be about the funeral brought wara back down to reality with a very painful crash . after a long while she heard alejo say , `` i told danny downstairs that we 're checking out tonight . we need to move to another place-it wo n't be that hard for the guys to show our picture to reception at all of the cheap hostels in cochabamba , and the longer we stay in one place , the more time they have to do that . '' his voice sounded tight , but calm , not as bone-weary as wara herself felt . her eyes were closed , and she felt her breathing slow , suddenly so relaxed she felt almost one with the sagging mattress underneath her . she cleared her throat and mumbled , `` right now ? '' the thought crossed wara 's mind that if she never got up off this bed again , that would be perfectly fine . `` yeah , right now , '' alejo said , almost sounding apologetic . we 'll be going under cover of darkness . '' wara cracked open her eyes and raised one eyebrow at him ."
244,20,"his hazel eyes were watching her , expression unreadable . `` fine , '' she answered him , sliding her eyes back shut . `` but i think you 'll have to pack my bag for me . '' a joke , since her belongings consisted of two changes of clothes the martirs ' friend had brought her from the market , along with a toothbrush and shampoo . alexis ' shiny-reared sweat pants and wombat shirt had found their final resting place in the bathroom trash can . wara realized that alejo had actually gotten up and was bringing her toothbrush from the bathroom . he made sure it was inside the brown plaid bag that had also come from the market , and then slung that and a black backpack that had been brought for him over his shoulder . `` i promise you can sleep when we get to our new place . '' wara sighed loudly and rolled off the bed , hanging on to the side until she was steady . her bleary gaze fell on alejo , and she thought he did n't look quite as threatening now that he was no longer wearing the military-style cargo pants and sweaty gray t-shirt from up on the mountain . he actually looked rather normal now in dark jeans , a hunter green hoodie , and leather tennis shoes . she asked groggily , as she followed alejo out the door into the hallway . without turning around , he answered carefully , `` i do n't think so . their taxi sped along the highway towards sacaba , the same route they had taken to say good-bye to the martirs . not even halfway to sacaba , alejo directed the taxi driver to veer off the highway towards a gravel-covered incline . with a sharp tap of the brakes , the driver darted in front of oncoming traffic on the highway 's opposite lane and bumped onto the more uneven road . he then punched the gas , letting the shiny , newer taxi climb up towards wherever their final destination would be . spanish pop music filled the clean , gray interior of the taxi , and the young driver , wearing a peach polo shirt , tapped a muscular forearm against the steering wheel to keep rhythm . this under-maintained road took them higher and higher up one of the mountains at cochabamba 's northern edge , the bumps and ruts jolting the taxi with more violence the farther along they went . three iridescent cds hung from the top of the windshield on gold cords , dangling and swaying with each jolt of the car ."
245,20,"the taxi driver 's eyes met alejo 's in the rear view mirror . `` yep , '' alejo nodded to him , mouth turning up . they were entering an area where the dusty road was pock-marked with rocks and shaded by eucalyptus trees . on either side , brightly-painted walls rose up , sporting neon signs with names that did not appear to be those of respectable hotels : safari , the oasis , the `` park drive-in '' , and lover 's paradise . wara stared in disbelief , and then her eyes fell upon a towering sign of a glowing cupid , complete with heart-tipped arrows . and underneath , a giant closed gate painted the color of red hot candies with an enormous pink heart . someone had once made a comment to her that in some part of cochabamba there were `` motels '' where one could pay for rooms by the hour , usually for romantic encounters . the taxi that held alejo and wara had pulled up in front of the looming hot pink heart , which now filled the entire windshield . their taxi driver honked twice merrily and waited , still tapping the steering wheel to the rhythm . you have got to be kidding me , wara gaped , then snapped her mouth shut and whirled towards alejo . he tried to appear unfazed , obviously having known wara would react this way . `` this is the only place where you can stay without having to show id , '' he whispered in her ear . alejo scooted closer and slung an arm around her shoulder . i had to lie through my teeth to get danny back at the salta to let you stay without id , and he only did it because he 's a nice guy . we 've got these nice , dark tinted windows . alejo motioned fluidly towards one of the windows , as if waiting for wara to take in how they were invisible to prying eyes outside the taxi and stop being angry that he had brought her to a motel called el cupido . then he continued , squeezing her close against his side for the taxi driver 's benefit . `` probably just some kid will come out to take our money , and then we 've got a room . if the guys from my team would come here , no one has got our id . i 'm sure you can imagine why '' wara swallowed hard ."
246,20,"she closed her eyes and counted to ten , mortally embarrassed , doing her best not to rip herself away from alejo 's grip . just when she thought she could n't stand it a moment longer , the huge wooden door of love swung open by some invisible hand and the idling taxi drove inside . the courtyard they entered was grassy , shaded with trees , and mostly dark . off to the right , wara could see a long row of motel rooms , each sporting a pair of hearts painted on the red hot , numbered doors . stifling a groan , wara leaned her head back onto the seat back . alejo winked at the driver , who seemed to be enjoying this . `` you 'll talk to the boy for us , right ? just slit the window so no one 'll see us . '' `` no problem , '' the guy in the peach shirt nodded , and with one touch of a button the cobalt glass glided a few inches lower , revealing a brief glimpse of a young boy with chocolate skin and a tattered green hulk t-shirt . he said into the taxi , and wara was shocked by the squeakiness of the kid 's voice . he could n't be more than ten years old . what was he doing in this kind of place ? `` ask him how much for two days , '' alejo told the driver . `` five hundred bolivianos , '' the taxi driver announced after consulting with the boy outside . he raised his eyebrows at alejo in the mirror . alejo pulled out a fat wad of red one hundred boliviano notes from the pocket of his jeans and peeled five off . the driver passed them through the cracked-open window and the kid counted the money , crisping the bills in his hand with the efficiency of a los vegas casino employee . `` number six , '' the kids squeaked , and passed something metallic and jingly into the interior of the car . alejo snatched the item from the driver 's burly fist , and wara saw it was a single silver key , attached to a key chain with a cherry red , puffy , lace-trimmed heart . alejo started to hand her the key , saw her face , and then lowered his eyes , stuffing the key into the pocket of his hoodie ."
247,20,"the driver sealed the window shut with a soft hiss , and then slowly pulled across the grass to leave them closer to the heart doors . without a word , alejo opened the car door for wara , then paid the driver . `` do n't look behind you when you get out , '' alejo breathed into her ear , and wara 's cheeks flamed as she exited into the cool night . she gathered her composure and followed alejo , forcing herself to stare at the double hearts ahead instead of behind her , where she thought the boy who had taken their money might still be watching in the darkness . but then again , the kid was probably already back inside watching cartoons , so used to this life that there was absolutely nothing exciting about the arrival of yet one more couple . `` see , that was n't too bad , '' alejo said under his breath as he jammed the silver key into the lock . the plush heart bobbed around wildly as he turned the key to motel room number six . the wooden door swung open , immersing wara in a warm glow of cinnamon red . the entire interior of the room was varying shades of red . lit , neon red christmas lights ran around the ceiling , and the walls were cherry red and white stripes , crisscrossed with painted cupids , arrows ready to fly . shaggy , worn crimson carpet blanketed the floor , cushioning wara 's ankles as she warily stepped inside . and in the center of the room sat a double bed , fire-truck red satin comforter shimmering under a gaudy gold headboard in the shape of a heart . alejo gingerly closed the door behind them and flipped on the light , causing wara to gasp . a monstrous , cheap crystal chandelier exploded with light above them , and every diamond-shaped light bulb was red , spreading a rosy scarlet hue across everything in the room , including alejo 's face . he had the audacity to ask with a crooked grin . wara did n't know whether to laugh or run out the door . wara followed his gaze to the wall , where a plush couch , the color of cinnamon red hot candies , snuggled against the wall . next to it , a wicker chair with a matching footrest was adorned with cushions to match the couch . wara responded to his question , turning in a slow circle around the room . `` i have never seen anything so ugly in my entire life ."
248,20,"`` i 'm sorry i had to bring you here , '' alejo said , seemingly feeling bad for her . `` it 's just that it really is the best spot to hide ? '' `` yeah , your reasoning does make a twisted kind of sense , '' wara sighed . noah would have chuckled at this , and for sure he could have written a hilarious song about this room with this taylor guitar . nazaret would have been shocked , then dissolved into a fit of giggles . wara missed both of them so much , and felt awfully , terribly alone . alejo hauled the wicker chair over under the room 's only window , a long , rectangular-shaped opening that ran higher than the level of their heads next to the door . he pulled aside the gauzy red curtain and peered outside , probably checking for any bad guys . the gaze he fixed on her as he stepped down from the fuzzy red couch was so like nazaret 's that for a moment she blinked , forgetting he was really so different from the other martirs . `` were you really good friends with all those guys i saw up there ? '' alejo dragged the wicker chair back to the corner and sat down , considering how much he was going to tell her . finally he said , `` most of the guys that were there at first-the guys that carried you up from the road -- were only there for the weekend , for training . i was n't only in charge of my team , but of training all the guys in most of south america . that 's why they 're going to be so mad . '' `` four of the guys were on my team-we were like brothers . gabriel , stalin , benjamin , and lzaro . but gabriel and benjamin and i shared a house together in coroico . and stalin and i have been friends for ten years . '' the memory hit her , leaving a sour taste in her mouth : alejo worked with lzaro . back when she knew him , lzaro had said he was a christian ."
249,20,"wara did not even want to think how he had reached the point of becoming a radical muslim who was about to cut her throat . and she really did n't want to talk with alejo about it . she wandered over to the bed and collapsed on it with slumped shoulders . wara twisted noah 's silver ring on her finger , her only comfort in this awful place . she was suffering , and alejo had done this to her . he watched her , sitting there on the horrible bed in this place he 'd brought her to , playing with a silver ring on her finger . her eyes were ringed in dark circles , glazed over and in another world she shivered and absently scrubbed at her bare arms , trying to get warm . he got up and walked over to her backpack by the door and found a black sweater his mom 's friend had brought for wara . `` its cold in here , '' he offered it to her . it was dark outside now , chilly and menacing in the shadow of the darkened andes . she looked into his eyes as he handed her the sweater and her face was bathed in red from gaudy chandelier . her nose was a sickly violet and yellow , puffy under her reddened eyes . alejo closed his eyes slowly , then opened them . the ugly thing was three cushions wide , good enough for a decent night 's sleep . he curled up facing the wall and stuffed a small , hard red pillow under his head . `` whenever you 're ready , you can turn out the lights , '' he told wara . `` i can sleep anywhere , with lights or without , so do n't worry about me . '' alejo grimaced at the back of the couch . wara switched off the light and covers rustled behind him , then everything fell silent . suddenly , the horror of the day pressed into him with a vengeance and it hurt ."
250,20,"franco salazar was dead , and he could n't say he was sorry . he believed what he 'd told wara , that he could n't just sit by and watch while thieves attacked the man in the story of the good samaritan ? or while franco salazar abused kids . but he 'd never really thought about other people who could be hurt in the middle of delivering justice to the bad guys . he 'd never laid eyes on noah , but alejo had seen his sister 's tears , heard how the guy played with his little brothers and sisters and made sure nazaret got home safe late at night . for all alejo knew , that silver ring wara was always playing with was a gift from noah . it was obvious she cared about him , a lot . always before , when alejo killed , he had been sure the man who died was scum and deserved whatever he had coming to him . now , for the first time , someone innocent had been taken out along with the bad . alejo knew the reason wara 's presence was undoing him : she was the incarnation of a person simply caught in the crossfire . he felt guilty for the other innocent people on the bus , but he had never seen them . when he looked into wara 's eyes and realized what he had done , there had been no going back . the combination of leaving islam , leaving the prism , and trying to figure out why , if he had done god 's will , he could still feel so wrong , spun alejo 's world upside down . a half-hour or so went by , and wara 's even breathing seemed to indicate that she was asleep . a slightly hellish glow filtered into the dark room through the sheer red curtains from a street lamp in the courtyard outside . alejo closed his eyes but he just could n't sleep . who he had avoided in anger for years , then dragged into the very path of death . he kept thinking about his father , and the few words they had had just before the martirs went to sacaba to take the bus away from bolivia . pablo martir told alejo he wanted to speak with him up on the roof again , alone , and alejo had steeled himself for the conversation . he really hoped his father would understand that there was n't much that could be added to what had already been said . there was nothing alejo could say that would make it right ."
251,20,"there was nothing his father could say that would make alejo feel more acutely how badly he had messed up , getting his entire family into this situation . there was no other solution that alejo could see to the problem ; even if he would walk right back into coroico and show up at the doorstep of his old house so the prism could shoot him , the 964 would still be angry , and they could still go after his family . alejo had trudged up the concrete steps to the roof , following the broader form of his father . all these years , he had imagined that his father was still occupied as a pastor , preaching that jesus saves while letting the world go to hell . somehow , finding out that he had been directing the only center for children with aids in the country , which would now be left without leadership because of alejo , made alejo feel even more depressed . the faded sheets were still drifting lazily on the line in the afternoon breeze on the hostel rooftop . alejo 's father turned to face his son squarely . `` son , i ca n't tell you how sorry i am we ca n't have more time together . there is so much more i 'd like to talk about , but as you said , now is not the time ? '' his voice cracked a little , and alejo felt his shoulders tense . `` so much time lost , '' pablo continued , `` and now i do n't even know what will happen , what you ? '' he stopped and sighed , obviously thinking something along the lines of , `` ? if you are going to continue being a criminal , because that really complicates our relationship . '' `` the one thing i want to ask you before we leave , though , '' alejo 's father said after the scowl had faded , `` is about what you said before , about jesus . you said that you have been a muslim ? '' `` yep , i 've been a muslim since i was eighteen , '' alejo confirmed dryly , wondering where his father was going with this . `` but you told me that you are no longer a muslim , that you are a christian . '' alejo hesitated , the term christian still racking him with unpleasant sensations of long sermons with too many amens . people pretending to praise god while peeking to see whose hands were raised the highest . little boys dead in the grass so that no one would disrupt the worship of god in the church building every sunday . i do n't want to be a christian like i was taught ."
252,20,"when i read the bible and saw what jesus said ? it was like i had never heard most of it before . pablo sighed deeply , eyes boring into his son 's . then he actually stepped forward to clasp alejo 's shoulder , tears in his eyes . `` we all need a lot of grace right now , '' he said hoarsely . pablo martir let go of his son and turned as if to go , then paused . without looking back he said , `` noah had jesus living in him . he would have forgiven you , alejandro . '' alejo had shivered , staring at the back of his father 's head as he walked towards the metal door that led back downstairs and disappeared . then noah was a better man that i am , he thought . alejo , who usually could sleep like a baby even with a rock for a pillow , finally drifted into a fitful sleep on the soft red couch . he jerked upright at a foreign sound filling the room . slapping around in the darkness , he got a hold on the metal chain of a pink floral lamp next to the couch and yanked it , flooding the motel room with sickly-sweet light . wara had already flown across the room towards her bag and was throwing out clothes , looking for the phone that kept drilling its tinny tune into the night . realizing it was n't there , she dove back for the bed , crawled over it , and grabbed the phone vibrating across the nightstand . her hands were shaking so hard she could hardly flip the thing open to gasp a breathless , `` hello ? '' alejo sank back into the couch , hoping the call was his sister in need of a midnight conversation . the odds were against that , however ; there really was n't a good chance a call in the middle of the night would bring good news . alejo exhaled as her entire body crumpled and sank back into the sheets , seemingly buried in the mass of fluffy pillows and thick satin bedspread . silence , and then she choked out , `` th-thank you . '' the cell phone shut with a near-silent click , and then alejo saw wara pull the covers up over her head ."
253,20,"`` you can go back to sleep , '' she finally said in a voice that did not sound like herself . `` the bennesons just wanted to let me know that the funeral will be tomorrow at ten . '' alejo 's blood chilled , and he pulled the lamp off quickly , as if afraid to sit any longer in the light when he just found out he had caused a funeral . rubbing his temples , alejo rolled back onto the couch , slowly , staring up at the ceiling . his brain told him he should say something . what kind of man just sat there without saying anything when a woman finds out the guy she loved has died ? alejo did n't even need to run through the possible options in his mind , however , to know that finding something adequate to say to her would be impossible . taking a deep breath , he shivered , eyes fixed on nothing in the darkness until it was nearly morning . a morning in which alejo would go to a funeral . 23 bittersweet the morning passed by as if in a dream . after somehow getting ready , wara followed alejo out of el cupido and waited a few blocks away on a shaded corner for a missionary family , the paulsons , to come pick them up . alejo had said something about the prism finding them , so they would need to try to sneak into the house where the funeral would be held . he insisted she call someone with a van so they could hide out lying on the floor . the paulsons had quickly agreed to pick them up . corban and misty paulson had been good friends with noah ; no one said a word during the entire ride to the house where the funeral would be held . a solemn metallic clanging and the stilling of the purring engine told wara that the van had finally arrived inside the gate of the bennesons ' house . she picked herself up off the floor , brushing crumbs off her pants in a daze . she followed alejo and the paulsons across the wide lawn with its spiky green grass , around a multitude of assorted land cruisers and brasilias already parked inside the house 's walls . the zip of cool air inside the shade of the white-walled house hit her face , along with the unnatural hush emanating from within . everyone turned to stare as she slipped through the door ."
254,20,"wara swayed on her feet , overcome by the sight of all of her friends , noah 's friends , gathered here , because noah was actually dead . tobin was folding her into an embrace against his bony shoulders . `` i ca n't believe this happened to noah . wara pulled away from him numbly , only to find herself hugged by person after person from her mission . tobias , the other australian , was scrubbing reddish eyes , obviously trying not to cry as he gave her a quick hug . she saw tobin 's gaze ride up to where alejo stood somewhere in the background , probably looking dangerous and out of place at a funeral with his uncut curly hair and jeans . wara wondered for a brief moment if she should feel like a traitor for daring to come to noah 's funeral with the man who was responsible for his death . but then she realized she could n't feel anything , not yet . `` wara , '' tobias was saying , `` we brought a guitar for you . they want you to sing something for noah-just one song . wara gulped , then nodded without thinking . of course she would sing , if it was for noah . `` thanks , '' tobias nodded and sniffed loudly , laying a hand on her arm . then he was off in the direction of the living room . she did n't know what to do , so she just followed him , practically floating in the sea of people milling around here at noah 's funeral . as she moved to go into the main living area , a huge , arched room painted in bold colors , rough fingers brushed her arm . wara looked up to find eduardo sejas , the good-looking bolivian guy who had been in coroico with noah . his usually twinkling eyes were red-rimmed behind black trendy glasses , and he wore a dark suit and tie . `` wara , '' he started , and then his voice choked . wara heard herself say , glancing towards the living room ."
