sentence_id,chunk_id,pos,text
5434,271,14,"the tree canopy suddenly dropped away , opening up to the breathtaking sight of a spacious field under a sapphire blue sky , white fluffy stalks of wild grain waving in the gentle breeze ."
5435,271,15,"towering over the crops , two stately rows of ponderous palm trees lined a neat dirt road against a backdrop of mountain peaks , right up to an ornate metal gate that was the entrance to the pairumani estate ."
5436,271,16,"alejo raised an eyebrow at his friend , who only turned the truck towards the gate , frowning unhappily ."
5437,271,17,"when alejo had visited this place once before , the fields had been dotted with various volunteer students working on experimental agricultural projects sponsored by patio 's charitable foundation ."
5438,271,18,"a few mornings a week , the caretakers of pairumani opened its gates , with permission from the patio family who now lived outside bolivia , for tourists to visit the beautiful grounds ."
5439,271,19,the fields were empty and seemingly overgrown and abandoned ; no uniformed guard waited near the gate .
5440,272,0,"inhaling sharply , alejo recognized those glinting eyes , malicious when they needed to be ."
5441,272,1,"sauntering over to open the gate , dressed in the olive uniform of a private security guard , was benjamin torres ."
5442,272,2,"alejo raised an eyebrow , bracing himself as gabriel floored the accelerator and the truck raced inside the gate ."
5443,272,3,"`` oh , no one uses this place anymore , '' gabriel shrugged ."
5444,272,4,"`` they have n't worked on those agricultural projects here in a couple of years , and the patio family is n't scheduled to come stay here for two more months ."
5445,272,5,you know the khan-always likes to stay in style .
5446,272,6,it was either this or some dumpy hostel .
5447,272,7,gabriel glanced in the rearview mirror as benjamin shut the gate .
5448,272,8,"alejo was peering out the window , looking for any sign of the rest of his team ."
5449,272,9,"`` they 're fine , '' gabriel waved away his concern ."
5450,272,10,"`` there were only three , and they 're tied up in a nice cozy room ."
5451,272,11,"they did n't see our faces , so after a few more days we 'll let them go and they 'll chalk it up to armed robbery ."
5452,272,12,we 'll take a few little treasures with us to make it look authentic . ''
5453,272,13,"alejo sighed and put one hand on the door , really anxious to get out of the car ."
5454,272,14,"his mind raced back to wara , still handcuffed in the back of the truck , and he tried to think how he was going to get her out of this mess ? again ."
5455,272,15,"he deserved to be here ; after all , he had broken the rules and it was only fair to have to pay ."
5456,272,16,"panic wanted to mess with his head , however , about wara ."
5457,272,17,"alejo tapped his foot compulsively against the floor of the truck , waiting for gabriel to park ."
5458,272,18,"benjamin had latched the gate behind them , and he and stalin stared solemnly at the truck as it drove slowly across the manicured lawn ."
5459,272,19,alejo 's visions of gaining the advantage through his fighting skills died down as he saw what benjamin and stalin gripped casually by their sides .
5460,273,0,"two silver guns with silencers , glinting in the afternoon sun ."
5461,273,1,alejo 's shoulders tensed and he waited as gabriel parked the truck in a cluster of a pomegranate trees .
5462,273,2,a few months ago the khan loaded me with presents and i was an honored guest in his house .
5463,273,3,"last thursday , the guys and i were eating brownies in the caf together , ready for another day at work ."
5464,273,4,"images of the thousands of times alejo had prostrated himself to allah on the ground , barefoot , filled his mind , and he found his heart repeating the prayer , you are great , lord , you are great ."
5465,273,5,he heard gabriel yank the key out of the ignition and saw him reach for the door .
5466,273,6,"his friend hesitated , then turned to alejo with a pained look in his eyes ."
5467,273,7,"`` i shot wara back along the road , ok ?"
5468,273,8,"in a little while , i 'm going to have to take this truck out again ."
5469,273,9,"he grabbed gabriel 's skinny shoulders and pulled him into one of the manly bear hugs that only true latino men can share , then let him go ."
5470,273,10,"reaching back to rip open the tiny sliding door between the back of the truck and the cab , alejo said , `` wara !"
5471,273,11,then he pushed the little door closed and climbed out of the truck to whatever was waiting for him .
5472,273,12,"stalin and benjamin were standing behind the truck , weapons obviously loaded and pointed casually in alejo 's direction ."
5473,273,13,"neither of them looked particularly happy ; in fact , stalin looked downright miserable ."
5474,273,14,"alejo nodded in greeting , then looked beyond them to where ishmael khan was waiting , sitting on a bronze-colored bench in the center of the garden , shaded by a lilac flowering tree ."
5475,273,15,"the rest of the neatly-trimmed lawn was dotted with giant bushes that were trimmed to be absolutely round in form , like ridiculous sea-green pincushions ."
5476,273,16,"behind the front yard , the imposing country house rose to the sky , painted cream with an opaque golden trim , windows framed by intricate colonial plaster designs ."
5477,273,17,"a stone path began near the house , leading to a shimmering pond with emerald waters and a circular wooden hut with thatched roof in the center of the pool ."
5478,273,18,"stately snow white swans glided on the surface of the water , skimming the scales of mammoth orange goldfish ."
5479,273,19,"the khan was calmly flipping through a book , which alejo recognized as his bible ."
5480,274,0,of course ishmael had found it in alejo 's tent .
5481,274,1,"in light of alejo disappearing with wara , the bible must have only given the khan one more clue as to the reason for alejo 's desertion ."
5482,274,2,benjamin 's eyebrows were raised at gabriel .
5483,274,3,"gabriel waved away his concern and put one hand on his hip , crossly ."
5484,274,4,"`` if the khan wanted her here you should have told me beforehand , because it 's a little late now ."
5485,274,5,she 's in lake alalay with a couple holes in her head . ''
5486,274,6,"`` i told you it was n't about her , '' benjamin said to stalin , shooting an amused glance at alejo ."
5487,274,7,`` there 's something else going on here besides just a sudden case of true love .
5488,274,8,he does n't seem to be too disturbed that she 's dead . ''
5489,274,9,"stalin sighed , glumly , and alejo felt bad for him ."
5490,274,10,"stalin jutted his chin in the direction of the bench where the pashto man sat , and gripped his gun tightly , still pointing it at alejo ."
5491,274,11,"then , quieter , he hissed , `` how could you do this , che ?"
5492,274,12,of course you know what you 've done ? ''
5493,274,13,"alejo saw benjamin shake his head , face unreadable as usual , hand pointing the gun steady ."
5494,274,14,"`` so , you left the gringo couple alone ? ''"
5495,274,15,"`` as promised , '' benjamin 's mouth tipped up in a dry smile ."
5496,274,16,`` that would n't have been an extremely pleasant experience for me .
5497,274,17,gabriel 's voice cheerily interrupted them .
5498,274,18,i 've got ta get my gun out of the truck . ''
5499,274,19,alejo let stalin and benjamin frame him and walk him towards ishmael khan .
5500,275,0,"he kept up the quick pace gladly , because every step took them farther away from the white truck that held wara ."
5501,275,1,"`` he asked for time off , '' stalin said tightly ."
5502,275,2,"`` he would n't admit it , but this whole thing had him upset ."
5503,275,3,"you 're an idiot to do this to us , you know that , che ? ''"
5504,275,4,"stalin continued , whispering , sweat trickling down his temple ."
5505,275,5,"then he fell silent as the three of them pulled up in front of ishmael khan , waiting with the bible across one knee and a gun and silencer resting on the other ."
5506,275,6,"25 crimson wara was trying to muster the will to raise herself from sprawled on the truck floor in handcuffs to sitting , when a little window at the front of the truck slid open with a whoosh ."
5507,275,7,"`` do n't move , wara , '' alejo 's voice ordered ."
5508,275,8,"then , just as quickly , the little door closed again , followed by two slamming vibrations of the truck as gabriel and alejo apparently left it and shut the doors ."
5509,275,9,"her mouth was left hanging open , never having the chance to respond to alejo 's hurried instructions ."
5510,275,10,"his words rang in her head and she let her mouth snap shut , trying to relax and not make a sound from where she lay sideways , arms twisted behind her in the cuffs ."
5511,275,11,"wara could make out the sound of male voices outside , but they were muted and the sound did n't carry well through the metal truck ."
5512,275,12,"she ignored the burning in her arms , watching the dented white metal door ."
5513,275,13,"she expected the men to come bursting in any second , this time to kill her for sure ."
5514,275,14,"the truth was , at the moment the whole idea did n't scare her as it should ."
5515,275,15,"wara had just come from noah 's funeral , where she had seen his parents weeping over his coffin ; she was too numb to resist ."
5516,275,16,"the voices died away , followed by a few electronic beeps ."
5517,275,17,"something that sounded like rusting metal scraped painfully across both of the doors , and then a crack of daylight breached the darkened interior of the truck ."
5518,275,18,"squinting , wara made out gabriel 's narrow face , framed by a halo of light ."
5519,275,19,"he climbed into the truck , pulled the door mostly closed behind him and marched towards wara ."
5520,276,0,"she cringed , but gabriel just squatted on the truck bed next to her and put a finger to his lips ."
5521,276,1,"he cautioned , throwing her a warning look ."
5522,276,2,then the bombshell : `` i 'm letting you go . ''
5523,276,3,"immediately on his feet again , gabriel strode to the back of the truck and grabbed a black duffel bag , which he unzipped ."
5524,276,4,"wara blinked at him , wondering if he was serious ."
5525,276,5,she twisted her head to follow gabriel 's movement and then froze as she saw him yank a gun out of the bag .
5526,276,6,"hands steady , he lifted a handful of oblong bullets from one pant pocket and began stuffing them into the gun ."
5527,276,7,"`` i ca n't believe i 'm doing this , '' he muttered , then whirled the gun 's chamber shut ."
5528,276,8,"gabriel bent down next to her again , glanced at the truck door , then whispered crossly , `` i told them i already killed you , so do n't make any noise unless you want me-and of course , you -- - to be blown away like poor alejo is about to be . ''"
5529,276,9,wara 's head spun and unexplained panic filled her chest .
5530,276,10,"`` i 'll be back pretty soon , i assume ."
5531,276,11,"when we come back , hide under those tarps over there if you want to live ."
5532,276,12,i have to leave the door open or they might suspect . ''
5533,276,13,he grabbed wara 's wrists and unlocked her handcuffs .
5534,276,14,"gabriel looked down at her from where he stood , face slick with sweat ."
5535,276,15,"alejo is in charge , but i 'm the one who put the explosives on the bus ."
5536,276,16,alejo does n't know how to do that stuff . ''
5537,276,17,"lifting his chin , gabriel turned his back on her and stomped back to the door of the truck , causing the whole vehicle to sway ."
5538,276,18,"wara felt sick , watching him go out of the corner of her eye ."
5539,276,19,"gabriel left only a small crack of light shining into the truck , and with the doors no longer tightly sealed , she could make out the voices from outside , louder and more intense ."
5540,277,0,"wara crawled at a snail 's pace over to the crack of light and pressed her nose gingerly against it , trying to judge how far away she was from the other men ."
5541,277,1,"the truck seemed to be parked under a bunch of trees , and through the leafy branches she could make out a group of four men standing maybe fifty feet away ."
5542,277,2,"she recognized the three with guns from before -- -stalin , benjamin , and gabriel , who had just shocked her by saying he was not going to kill her ."
5543,277,3,"alejo , in the center of them all , was the target of all of the guns ' aim ."
5544,277,4,"sitting peacefully on a bench in the beautiful garden of pairumani sat the older guy with salt-and-pepper hair , wearing a navy cardigan sweater and pressed khaki pants , like the perfect gentleman ."
5545,277,5,"she had been here a few times on the weekend with friends , once with noah ."
5546,277,6,"the little wara could see of the pristine garden surrounding the mansion was empty , except for the small group of muslim men ."
5547,277,7,"she realized that she felt relief the martirs were out of the country , away from all this danger ."
5548,277,8,"but then her joy tempered as she thought , if they kill alejo , who will make sure these guys do n't find nazaret 's family ?"
5549,277,9,wara blinked and everything in front of her shimmered .
5550,277,10,"god , are they really going to kill him ?"
5551,277,11,"her hands shook and she kept them away from the open door , eyes glued to the scene unfolding outside ."
5552,277,12,the man with the grandfather face-ishmael-was speaking accented spanish .
5553,277,13,"`` stalin has been trying to tell me that this was a case of youthful indiscretion , that you were attracted to this girl ? ''"
5554,277,14,"alejo shrugged , appearing no more concerned then if they were discussing what color to paint the foyer ."
5555,277,15,"`` it could have been true , but that 's not what happened . ''"
5556,277,16,his strong voice carried across the garden .
5557,277,17,`` i just did n't think it was right to kill her when god obviously let her survive .
5558,277,18,"i caused something , and i 'm willing to pay the penalty for it ."
5559,277,19,i had to do what 's right and try to help her . ''
5560,278,0,"`` well , now that 's all useless anyway , since the end result is that she is dead and the rest of us have all been quite inconvenienced ."
5561,278,1,"ishmael 's voice sounded sad and he stood up , walking to stand directly in front of nazaret 's brother ."
5562,278,2,wara saw that the flash of metal in ishmael 's hand was a gun .
5563,278,3,"`` you were a nephew to me , my own family !"
5564,278,4,"the older man 's voice cut off as he glanced away , dramatically ."
5565,278,5,"`` in my life i have seen so much betrayal , so many that i could not trust ."
5566,278,6,"how can i stand this , that i ca n't even trust you , who have been like my own nephew ?"
5567,278,7,"`` i have n't told anyone anything the least bit useful to them at all , ishmael , '' alejo replied calmly , as if trying to reason with the other men ."
5568,278,8,i do n't want anything to happen to any of you .
5569,278,9,all i did was try to take the girl away so you would n't kill her .
5570,278,10,i simply saw a situation where i had to do what i thought was right . ''
5571,278,11,"this seemed to make ishmael very happy , and he raised both arms in the air , a smile plastered on his face ."
5572,278,12,"i do n't know why i should believe you , but i have known you since you were almost a child , alejo ."
5573,278,13,"so then , even now , we could talk , we could find a way to bring you back ."
5574,278,14,"then gabriel stepped forward , both hands steadying the gun wara had seen him take from the truck ."
5575,278,15,his pale face was twisted but his eyes narrowed with determination .
5576,278,16,"wara watched as ishmael 's face crumpled , then darkened , until he was left glaring at alejo with fury ."
5577,278,17,"whirling around , he grabbed an object from a bench nearby and the sound of ripping pages knifed through the air ."
5578,278,18,"wara squinted to see better , then realized it was the same arabic bible she had seen in alejo 's tent that night ."
5579,278,19,"the onion-skin pages were fluttering to the grass , torn by ishmael 's furious hand ."
5580,279,0,`` you would destroy a book that even the quran calls holy ? ''
5581,279,1,"ishmael tossed the destroyed book over his shoulder and glowered at alejo , breathing heavily ."
5582,279,2,"`` when i heard you say you did n't mean us any harm , i assumed that my suspicions about you leaving our religion could n't be true ."
5583,279,3,"we found this in your tent , but i told the others that it could n't mean anything . ''"
5584,279,4,the older man 's voice was hurt and angry .
5585,279,5,`` i wo n't believe it until i hear it from your own lips .
5586,279,6,"`` i believe jesus is the son of god , the savior , '' alejo said ."
5587,279,7,"stalin looked up at the sky , as if in defeat , and benjamin shook his head ."
5588,279,8,"gabriel kept his grip tightly on his gun , staring at alejo , pallid ."
5589,279,9,ishmael khan took three clipped steps forward and rammed the gun he held against alejo 's forehead with an echoing click .
5590,279,10,"`` even with this betrayal , i wanted to take you back , alejo martir ."
5591,279,11,"say the word , and i 'll take you back again , to be one of us ."
5592,279,12,"say you will leave this blasphemy , that god has a son ."
5593,279,13,say you will return to islam and no longer follow jesus . ''
5594,279,14,"alejo looked back at him for a moment and then loudly said , `` no . ''"
5595,279,15,wara had never seen one moment pass so quickly .
5596,279,16,alejo was on the ground seemingly before the shot even roared .
5597,279,17,"wara stared in horror at the sickly crimson mist that hung over his body , crumpled on the grass ."
5598,279,18,"ishmael had n't even had time to lower the gun , and alejo was gone ."
5599,279,19,"wara looked one way , then the other , whispering frantically ."
5600,280,0,she forced herself to focus on the scene outside again .
5601,280,1,alejo martir was still sprawled on grass that was a deep crimson .
5602,280,2,"and they are coming back here , to the truck , with his body ."
5603,280,3,"that next thought beat urgently against her dazed brain , and she tried to focus ."
5604,280,4,gabriel and stalin were pulling alejo onto a gray wool blanket .
5605,280,5,ishmael khan wandered off towards a more shaded part of the garden .
5606,280,6,gabriel and stalin began to haul the blanket slowly across the grass towards the truck .
5607,280,7,something foul tickled the back of wara 's throat and she choked down the urge to gag .
5608,280,8,"feeling faint , she crawled in slow motion under the canvas tarps gabriel had pointed out and tried not to move ."
5609,280,9,with every breath she felt like she was making the whole truck tremble .
5610,280,10,the truck doors clanged open and someone grunted as the truck swayed .
5611,280,11,they were going to put his body in here .
5612,280,12,"stalin 's voice echoed around her , crackly and breaking ."
5613,280,13,"`` the worst is over , '' gabriel said , sounding quite sick as well ."
5614,280,14,"we just do what we have to do , stalin . ''"
5615,280,15,"stalin hissed , tone suggesting he wanted to yell ."
5616,280,16,wara heard a fist slam against the inside wall of the truck near the door .
5617,280,17,"the floor bounced as they stepped to the ground and both doors slammed shut , leaving the truck 's interior in utter darkness ."
5618,280,18,"the sound of the two voices moved around the front of the truck , obviously still in heated discussion , and then the muffled sound of a door shutting and the truck roared to life ."
5619,280,19,"gabriel , or whoever was at the wheel , was driving like a bat out of hell , nearly throwing wara into the corner of the truck every time they took a skidding turn ."
5620,281,0,"she supposed they were driving away to get rid of the body , and the thought was horrible ."
5621,281,1,"she had n't liked alejo much , but he was nazaret 's brother ."
5622,281,2,"somehow , in the middle of all this mess , he had saved her life ."
5623,281,3,"her stomach churned , complicated by the wild motion of the delivery truck ."
5624,281,4,"she kicked the heavy tarps off her body , desperate for fresh air ."
5625,281,5,"it was really dark inside the truck , and that was probably a good thing , because the thought of looking over and seeing alejo covered in blood next to her was terrifying ."
5626,281,6,she slowly turned her head to one side and made out a still form next to her .
5627,281,7,"they had left him there on his stomach , eyes staring at her in the darkness ."
5628,281,8,his curly hair was wet and sticky and blood splattered over one ear and ran down his chin to pool on the wool blanket .
5629,281,9,"she shivered and turned her eyes back to the darkened ceiling , breathing deeply ."
5630,281,10,"the sound of her gasping breaths echoed in slow motion around the interior of the truck , slow and rasping ."
5631,281,11,"then wara 's skin crawled as she heard a low moan , and the tickle of breath across her cheek sent her scrambling into the corner , arms wrapped around her knees ."
5632,281,12,"the shallow breathing continued , shuddering in slow puffs of air around the truck , and wara knew it was n't hers ."
5633,281,13,"she was holding her breath , heart in her throat ."
5634,281,14,"the truth came to her all of a sudden and she crashed forward onto her knees , palms spread out on alejo 's back ."
5635,281,15,"his shoulder blades shifted upwards , then fell ."
5636,281,16,"she waited for what seemed like an eternity until alejo 's back rose and fell again , a rasping , choking sound that sent millipedes racing up her back ."
5637,281,17,"wara threw herself down on her stomach next to alejo and whispered , `` can you hear me ? ''"
5638,281,18,"she forced herself to feel for the wound on his head , but could n't find any place where blood seemed to be spurting , nowhere that she could put pressure on the stop the bleeding ."
5639,281,19,she was confused to find that she was crying .
5640,282,0,i saw him shot point-blank in the head !
5641,282,1,"wara paused , imagining herself kicking the wall of the truck 's cab like a madwoman to get gabriel 's attention ."
5642,282,2,"stalin does n't know i 'm alive back here , and i do n't know how badly he wants me dead ."
5643,282,3,"and if either of them finds out alejo is alive , they could come back here and just finish the job ."
5644,282,4,the vehicle spun to a skidding stop and two doors slammed .
5645,282,5,"wara braced herself next to alejo , waiting like a deer caught in the headlights for the truck doors to open ."
5646,282,6,time was up for any kind of decision ; they were coming back here .
5647,282,7,"a scraping of metal , then the truck filled with shafts of light , filtered through shadowy eucalyptus branches waving over the truck outside ."
5648,282,8,"wara saw that they were stopped near the side of the road , still in the countryside ."
5649,282,9,"the two guys peered into the truck , expressions grim ."
5650,282,10,"wara blurted out , holding out a hand towards alejo and realizing it was smeared with blood ."
5651,282,11,she scrubbed her hand frantically on her black pants .
5652,282,12,"gabriel regarded alejo with pinched lips ; stalin 's mouth gaped open , taking in first alejo lying there , then wara next to him ."
5653,282,13,"`` i told stalin that you were back here , '' gabriel clipped ."
5654,282,14,"`` he 's a nice guy anyway , kind of a pushover ."
5655,282,15,he noticed that alejo was still alive on the ground at pairumani . ''
5656,282,16,"`` thank god he 's still ? we 've got to hurry , wara . ''"
5657,282,17,"`` we 're taking him to univalle hospital-it 's close to the lake where we 're supposedly leaving him , and then the khan is waiting for us at the airport ."
5658,282,18,"we 've got to hurry , or he 'll suspect ."
5659,282,19,stalin blanched and turned away from the sight of his friend covered in blood .
5660,283,0,"gabriel snapped his long fingers , calling her attention back ."
5661,283,1,"`` when we get to univalle , we ca n't stay ."
5662,283,2,we 're going to drop him and you and get away as fast as we can .
5663,283,3,"invent something to tell the doctors , but do n't tell them the truth ."
5664,283,4,"if you tell anyone about us , the authorities and media will find out ."
5665,283,5,"and if they find out , the khan and everyone else will know you and alejo are not dead ."
5666,283,6,gabriel had been speaking quickly but concisely .
5667,283,7,he suddenly slowed down and his shoulder sagged .
5668,283,8,"gabriel waved his hand unsteadily at alejo 's lifeless form , then looked back at wara once more with tortured eyes ."
5669,283,9,"stalin said loudly , and then slammed one of the doors ."
5670,283,10,"the other reverberated like thunder as it too was shut heavily , and then footsteps running on gravel sounded outside ."
5671,283,11,"with a gentle jerk , the truck sprinted back into motion , towards cochabamba and life for alejo ."
5672,283,12,"an eternal fifteen minutes or so dragged by as wara braced herself in the pitch darkness , trying not to be thrown on top of alejo by the urgent driving maneuvers of his friends ."
5673,283,13,"finally , the delivery truck careened around a last corner and came to a screeching halt , causing wara to bang a shoulder against the metal side ."
5674,283,14,"running footsteps , and then the doors to the truck were opened , letting in florescent light from an overhead street lamp ."
5675,283,15,"the sun had already disappeared , and the sky was deep blue ."
5676,283,16,"`` univalle , '' stalin 's scratchy voice said , face etched with stress ."
5677,283,17,he and gabriel leaped into the truck and began to carefully pull the blanket with alejo 's prostrate form towards the door .
5678,283,18,"she nodded and scrambled up after them , leaping out onto what she saw was the sidewalk of the hospital ."
5679,283,19,"she had heard of this university teaching hospital , located near the poorer south of the city ."
5680,284,0,"five tan , modern-looking stories rose out of an adobe house neighborhood , and the truck had stopped right in front of the main entrance ."
5681,284,1,"no one was visible at this time of night , but a guard shack just inside the entrance told wara that someone might soon appear to see what was going on in front of the hospital ."
5682,284,2,"gabriel and stalin heaved alejo and blanket to the ground as gently as they could , then whirled to face wara ."
5683,284,3,"`` go with god , '' stalin muttered , covering his eyes with his hands ."
5684,284,4,then he dashed to the passenger side of the truck .
5685,284,5,"gabriel was already half in the driver 's side , but leaned back to whisper , `` go !"
5686,284,6,"the truck pealed away in a cloud of dust , rounding the corner at the end of the short street at break-neck speed ."
5687,284,7,"alejo 's ribcage rose shakily , then he gagged and shuddered into the wool blanket ."
5688,284,8,"here in the dim street light , wara could see the blood already starting to dry , plastered along one cheek , matting his hair ."
5689,284,9,"a hospital guard in a navy uniform stepped questioningly toward her from the shack , eyeing the form on the ground ."
5690,284,10,"she cried to the guard , then ran past him into the near-empty waiting room where she saw a door with large red letters : emergencias ."
5691,284,11,"yelling to anyone in sight , wara pleaded for help for the man who had caused noah 's funeral ."
5692,284,12,"26 pale blue the pillow beneath her head was prickly with feathers , the pale blue cotton blanket meant to be soft and comforting ."
5693,284,13,"but wara shivered on the narrow hospital bed all night , sleeping barely a wink between nocturnal nurse visits and the constant beeping of the blood pressure machine ."
5694,284,14,"he was lying nearly motionless on the other bed in the hospital room , chest faintly rising and falling under a matching pale blue blanket ."
5695,284,15,"a thick ream of gauze was plastered around his head , covering the wound where the doctors claimed the bullet had narrowly missed his brain ."
5696,284,16,"but that was impossible ; wara had seen the gun pressed point-blank against the center of alejo 's forehead , then fire ."
5697,284,17,"`` for now your fianc is stable , but in a coma , '' dr. ortega had told her seriously last night , wadding used latex gloves in the pocket of his lab coat after emerging from the emergency room ."
5698,284,18,"remembering gabriel 's ominous words of warning not to let anyone find out she and alejo were still alive , wara had told the doctor she was engaged to the man who 'd been shot in the head ."
5699,284,19,"they were tourists here from the u.s. , and had been robbed at gunpoint in the country near pairumani ."
5700,285,0,"dr. ortega looked at her over gold-rimmed glasses and rubbed the bridge of his nose with thick , hairy fingers ."
5701,285,1,"`` we 're not out of the woods , yet , by any means ."
5702,285,2,the bullet 's shock waves could have serious repercussions .
5703,285,3,"if your fianc would need brain surgery , there 's no way we can do it here ."
5704,285,4,an airlift to chile or argentina would take too long .
5705,285,5,stay with him tonight in the extra bed in the room ; if he 's going to pull through we should know by the morning . ''
5706,285,6,and now it was morning ; crisp white light filtered in through the blue checked curtains of the hospital room .
5707,285,7,a matronly nurse in a tri-cornered hat and thick stockings was shoving a glass thermometer under alejo 's tongue and smoothing the covers over his shoulders .
5708,285,8,as if he would have been able to mess them up somehow ; nazaret 's brother was as motionless as he had been sprawled there on the ground at pairumani .
5709,285,9,"dr. ortega had said that if alejo made it til the morning , his chances were better ."
5710,285,10,"wara sat up groggily on the bed and turned toward him , eyes stinging as she took in the bloodied bandage above one closed eye ."
5711,285,11,"i have to call the martirs , she realized ."
5712,285,12,"how could she tell them what had happened , that the son they had just found as a killer had been shot and could die ?"
5713,285,13,"feeling sick , wara ignored the matronly nurse with clogs and staggered wordlessly into the hall ."
5714,285,14,"clean white tiles spread before her , and the air was ripe with the scent of clorox and chamomile tea cooling on breakfast trays ."
5715,285,15,"wara stumbled to the silver elevator and punched a button to head down , desperate to get some fresh air ."
5716,285,16,"in the pocket of her black pants , she fingered the fat wad of boliviano bills she had removed from alejo 's pants before the nurses carried him into the emergency room ."
5717,285,17,it should be enough to last for awhile ; for sure it was enough to make a call to the martirs ' cell phone in lima .
5718,285,18,"the doors dinged open on the main floor , but as soon as wara 's eyes hit the lobby she nearly doubled over , remembering the scene last night when she ran across the tiles screaming for help ."
5719,285,19,"without stopping , wara did a one eighty and headed down the hall , towards the back of the hospital and away from the lobby ."
5720,286,0,"plastic olive chairs lined the scuffed walls , filled with women in polleras and children licking suckers ."
5721,286,1,"wara eyed them all blankly , forcing herself to put one foot in front of the other , really hoping there was going to be a back exit to this hospital ."
5722,286,2,"and outside the exit , some quiet , grass-covered spot where she could curl up and wail , possibly until next week ."
5723,286,3,it was still early ; the call to the martirs was going to have to wait just a little bit more .
5724,286,4,the creaky voice calling to her in quechua took her totally unaware .
5725,286,5,"wara planted her flip-flops in the center of the hall and whirled around , eyes wild ."
5726,286,6,"the navy cardigan sweater and thin gray braids were nothing out of the ordinary in this row of quechua women awaiting the doctor , but the crinkled black eyes regarding wara immediately flashed familiar ."
5727,286,7,"doa filomena , the elderly lady who worked at caf amara !"
5728,286,8,"wara felt her shoulders slump with relief and she took the few faltering steps over towards the older woman , overwhelmed to see someone from her old life ."
5729,286,9,"her old life , before the trip to coroico , before disaster ."
5730,286,10,"wara slowly leaned forward to grasp doa filomena 's forearm , mumbling the usual quechua greeting ."
5731,286,11,"the woman smiled , dispersing a legion of crow 's feet across her copper cheeks ."
5732,286,12,"`` i have been needing to have some tests done for a while , '' she was saying in quechua , `` and since the caf is closed today i am taking advantage of the time . ''"
5733,286,13,"caf amara , vestiges of another dimension ."
5734,286,14,"her voice faded to a whisper as she asked , `` why ? ''"
5735,286,15,"doa filomena 's rheumy eyes flickered , then she cocked her head to one side ."
5736,286,16,"they said you were on the bus as well , that bus that had the accident ."
5737,286,17,"this whole week we prayed for you , and that boy ."
5738,286,18,"what am i thinking , how could i forget that !"
5739,286,19,they said that you had been found and that you were all right .
5740,287,0,"but then yesterday i went to work , to peel potatoes and make the humintas , and they said that the caf was closed until next week , because they found that poor boy had died and gone to glory . ''"
5741,287,1,"i ca n't talk about noah , or i 'm going to throw myself into her arms and cry ."
5742,287,2,and then she heard herself say something she never would have expected .
5743,287,3,"`` doa filomena , can you please pray for another friend of mine ? ''"
5744,287,4,the word 'friend ' was spoken rather tightly .
5745,287,5,the doctors think he might not live . ''
5746,287,6,"doa filomena shook her head slowly , thin gray braids scratching her worn sweater ."
5747,287,7,"`` we must pray for this poor boy , too ."
5748,287,8,"sometimes , when i am not working , i come here to the hospital to pray for people ."
5749,287,9,"and if i can not come , i will remember to pray for your friend at church . ''"
5750,287,10,"wara felt some kind of relief that filomena would probably be waving her hands around and praying for alejo , because right now , she could n't ."
5751,287,11,"all she could do was sit there and watch him , to see if he would live or die ."
5752,287,12,"fighting back the bitterness stinging her throat , wara said goodbye to doa filomena and made a beeline for the back door of the hospital ."
5753,287,13,"an ample concrete square shaded by a balcony preceded the hospital 's delivery area , currently completely empty ."
5754,287,14,filomena 's words echoed through wara 's head : `` they found out that poor boy had died and gone to glory . ''
5755,287,15,"barely stifling a cry of grief , wara flopped to the ground behind a huge clay planter and curled into a ball ."
5756,287,16,"sometime in the afternoon , wara forced herself up from the ground ."
5757,287,17,she wandered the dusty neighborhood and called the martirs on the brand new cell phone alejo had bought for them .
5758,287,18,"she could n't call them on her own new cell phone , because the thing only worked for local calls ."
5759,287,19,"by the time she left the viva call center across from univalle , dusk had darkened to full-blown night ."
5760,288,0,few people passed the hospital on the unlit sidewalks .
5761,288,1,"wara sighed deeply and headed across the street to the hospital , resigned to spend one last night here before joining the martirs in lima ."
5762,288,2,"yes , she felt bad for alejo ; he was up there all alone , life hanging in the balance ."
5763,288,3,"but he was n't hers to care for , not by a long shot ."
5764,288,4,"she needed some time , needed to be close to people she actually liked ."
5765,288,5,the roll of red boliviano bills she had pilfered from alejo were more than enough to make it to lima .
5766,288,6,"with her dark coloring , she 'd likely make it across the border on the bus without showing id ."
5767,288,7,"she had also called her parents again from the call center , and they would wire money to lima for her and arrange for a plane ticket back to the u.s. home ."
5768,288,8,but now cochabamba seemed full of unknown stalkers and haunted memories .
5769,288,9,"for the first time since she arrived in bolivia five years ago , wara wanted to go home ."
5770,288,10,"chest still tight with emotion , wara exited the elevator upstairs and turned towards the room she shared with comatose alejo ."
5771,288,11,"the halls were dim and empty and a faint , urgent beeping drilled the walls ."
5772,288,12,"wara swallowed hard , just as the buxom nurse from this morning pushed past her , practically tearing up the tiles in her white clogs ."
5773,288,13,"wara froze , then hurried after her with clipped steps , as the nurse dove into the open door where wara had left alejo ."
5774,288,14,she ducked inside to find alejo convulsing on the bed and the blood pressure machine going wild .
5775,288,15,"dr. ortega had his back to wara , punching a syringe into the plastic of alejo 's iv bag ."
5776,288,16,"five or six nurses in white were framing the bed , grim and sober ."
